model_path,cl_score_test,clDice_test,binary_dc_test
output_base_vss_fold_1/model_0024999.pth,0.38517931758259255,0.4603825403628378,0.4625354653922478
output_base_vss_fold_2/model_0019999.pth,0.534658753659824,0.5560560302186752,0.546969481315242
output_base_vss_fold_3/model_0009999.pth,0.3842087502177263,0.45080718868115843,0.45611538850155386
output_base_vss_fold_4/model_0019999.pth,0.4314914876216074,0.49481180350266474,0.49754005180520566
output_base_vss_fold_5/model_0014999.pth,0.4836822628551342,0.5186203585071043,0.5141936087317476
