model_path,cl_score_test,clDice_test,binary_dc_test
output_base_vss_fold_1/model_0024999.pth,0.23235494242043905,0.40964977462112495,0.3469122905169023
output_base_vss_fold_2/model_0019999.pth,0.3229821581160154,0.4982286252134025,0.4383066269199549
output_base_vss_fold_3/model_0009999.pth,0.21685954204234753,0.3833995530886207,0.32975624981829277
output_base_vss_fold_4/model_0019999.pth,0.24965242148219588,0.418058782322539,0.36858609301040496
output_base_vss_fold_5/model_0014999.pth,0.2936905797268291,0.46454884406232544,0.4100745162470142
